id;data;valor
110Q2PO10ATL00a0T0;10/11/2023;60.0
0O0XJ03MGA100018A2;30/05/2022;50.0
0Y1AAQ1bF200T00a0r;05/09/2021;32.0
0M102QY00T0Q20Ak1T;24/11/2023;55.0
A1A0808E307s0010Qo;05/01/2022;30.0
o0q35AB80O1z00A001;20/06/2021;50.0
00Q01O100R3G2Vo0AT;07/12/2023;20.0
801003B1opAA01Q001;06/09/2023;30.0
W00T0k0Q10AH1k420D;06/07/2022;25.0
AUFeuT0000H1Q1z020;27/06/2022;20.0
00051AKAu00CL1z003;24/05/2021;30.0
18p30AoB0J0l0A010w;20/05/2023;35.0
50C90A00003n1qBA01;22/01/2023;40.0
0003Q0tGZA0o81AN01;09/09/2022;45.0
eAPP008003V0011GAU;21/11/2022;20.0
11000R00HmTX0JG2AQ;20/09/2022;35.0
0n90A001A8BR10D03i;08/12/2022;39.0
0800k3a1t10BA0LAn0;06/09/2023;45.0
0uA38anD00010VA01C;06/01/2023;45.0
r1TQm000A012o0dQ0B;05/06/2021;25.0
PQQ021R0i10QPA0T00;31/01/2022;20.0
1F0TA000YR830A081k;06/02/2021;32.0
Ua10R0iyD0AT2000Q1;10/03/2022;20.0
1000AT0A0403A9d8R1;24/05/2021;150.0
pT800030A01Y0A1JU3;05/08/2023;55.0
Q01L0qXcA0T2Q1P000;20/05/2023;60.0
T0201S001Q0uT9A0Jj;06/05/2023;50.0
000000wA1P5siG0YA0;06/07/2022;120.0
1080PAFAzA01OD0300;22/03/2022;30.0
8RAj00mTA0k110003C;20/10/2022;40.0
3800AA0b1kB001R0cn;22/02/2023;20.0
A500Y0tcQd51000A00;17/12/2023;60.0
A038R00I0A1Z16dP00;10/03/2022;30.0
0bA13b0810VR0ZA0V0;10/03/2022;25.0
Bc8lA0A000w1001P03;31/01/2022;75.0
01010O30Z0d8AAAzD0;08/10/2023;20.0
1009w1PV0300AA0CT8;05/01/2022;20.0
TA201JX010h0QVN0A0;06/02/2021;20.0
A5081090B3Aa010hD0;21/06/2023;50.0
005AA7A01j000x800d;06/07/2022;75.0
0800k3a1t10BA0LAn0;07/11/2022;45.0
5AA100500000A0tb0d;20/10/2022;35.0
00A0051A0KGN00002y;05/07/2023;20.0
V010300A1TGQ20Ea0Z;08/06/2022;20.0
A15w0C0gI00000sA06;06/01/2023;65.0
Z002T11m0Q0a0NGA0g;06/09/2023;50.0
B0Q000Ti0y01uW1At2;06/09/2023;25.0
TAI001W05W0Q02QD01;23/02/2022;20.0
010As008230iG1NF0A;05/08/2023;45.0
u0z0701ABA1008dM03;22/02/2021;35.0
000Z2x10plTOQ001DA;06/02/2021;25.0
0000AB302ARk01108a;07/12/2023;50.0
i020010ODQTAZ170k0;24/11/2023;20.0
010AN8001006BN3NAl;09/09/2022;35.0
6AK0100z3VA80V010P;11/05/2022;35.0
00010KJr802A10RAd3;30/08/2022;39.0
xAd1R00A0G381D00N0;07/06/2023;20.0
02Y0A1T1000Q3WT0uX;05/03/2023;20.0
01S01T01Tpi00Q20AH;21/12/2022;25.0
A0z015O0A00W0R0n0C;28/10/2022;39.0
0WQ210cTM10eAA00m0;21/12/2022;20.0
E001A0103RH80nd0VA;06/09/2022;20.0
0Q01O100D30zX0AAV8;22/02/2021;55.0
813A01A060DU0J50b0;07/01/2022;45.0
0bQ001Au1S2Tf0vQ00;20/10/2022;25.0
u0J0vS5010S0A0A00n;25/06/2021;17.0
1E02Q0PAT000601RXR;05/03/2023;20.0
20T0VT0w0mI1AQ10T0;05/01/2021;20.0
1A0r0J3g00aAJ801P0;07/11/2022;30.0
0QA500tA0c1G0d0000;07/08/2021;20.0
v0P310o0100yAOAF08;07/03/2021;50.0
3001O0800A81xAFOk0;21/12/2022;60.0
A500Y0tcQd51000A00;20/08/2023;55.0
A008doIA011T3L00O0;20/01/2021;25.0
DA0pRA000i9810H013;05/03/2023;25.0
MY0005v000ASA001u0;05/02/2023;120.0
K1U000J3Ag003808A1;05/02/2023;30.0
mA0OQ02TYHR1010c00;22/01/2023;45.0
A100O0V018sL0LvA30;08/02/2022;50.0
1i00AHT10200OQ2a0R;06/02/2021;100.0
ET0A38v0A10X1W00A0;10/11/2023;25.0
1Dl000jA08HR030Au1;20/03/2023;20.0
1yBk08000P010xA3Ac;06/09/2023;55.0
002A10Tu00QvSTE01V;20/01/2021;45.0
00X0Dd12ATQ001L0AQ;05/04/2023;20.0
1AA0d8000zc30BS01p;05/05/2021;100.0
A01n80c01AJ3000RdN;21/06/2023;35.0
810Y100030AFUA0Sb3;05/08/2023;20.0
RT0J0210A010PM0QP0;05/12/2022;45.0
PQQ021R0i10QPA0T00;27/06/2022;20.0
1W10D0A07T2wHQw000;05/02/2023;20.0
00bGA31Q0181RC00A0;22/03/2022;30.0
00AA030MvRM001138f;20/07/2023;45.0
001qSAPAf011B00050;20/10/2023;50.0
a0A000100d5A00Axtu;06/09/2023;75.0
1C00AS3T1GA80d0007;05/07/2021;25.0
0016pA0L02T1Re0QR0;20/04/2021;25.0
OATQ001300R010t2S1;11/05/2022;40.0
0AJ081Cs01A8013200;06/05/2023;40.0
0A3p080LA110yOM00E;07/03/2021;50.0
1f01z00200LQQTLT0A;20/04/2021;50.0
3A8A00M1B00Q0001Vg;22/01/2023;35.0
0NQQNPTA00100d2J01;30/05/2022;35.0
QD000J1d0d0TAQ0102;23/02/2022;20.0
12tTW0D1aARQ000Z00;21/08/2021;20.0
FC0010S803A11AA040;22/01/2023;20.0
00w23Q1g0ZA010T0GR;07/11/2022;20.0
TQ0L20B1000plS10FA;06/02/2021;40.0
0r10080AJJM5A301i0;20/05/2023;50.0
0QA00ZL1T18ZZ0l002;07/11/2022;60.0
Z1O01yNAz0A00J8003;05/04/2023;20.0
1pA000180Q0R3xB01A;05/03/2023;20.0
001A0m8P0Q0V310A0K;26/08/2022;45.0
e000Q10T1THPJ4002A;31/01/2022;50.0
000002RbzQAF01kTU1;05/05/2021;30.0
50i200A10010A0A40y;11/05/2022;25.0
012Q5ZIF0010T0A0RL;06/07/2022;60.0
00b3ARSd81aA100B00;20/03/2023;80.0
h110210L00CT0ANQ0Q;07/12/2023;45.0
A0AO1Pq3000S8110W0;28/01/2023;39.0
5200UA01LQ040140A0;07/11/2022;45.0
12A0a0Q000P0T61qTD;20/07/2023;30.0
1000AT0A0403A9d8R1;26/08/2022;150.0
1gQT0A1L00Q20000LO;24/11/2023;30.0
10Q1h002TAc1rA0100;20/06/2021;25.0
T2000010vQZQTm10LA;20/09/2023;35.0
A0J018A0j3010ow0Bf;20/06/2021;70.0
9100V13AZA00sJ80P0;27/06/2022;25.0
L00Ma1201K0Q0T0QAy;05/04/2023;45.0
0106AP0yX00Y0An500;05/04/2023;60.0
AT1R0Qs00G1U0T2001;07/12/2023;20.0
1A0Aeu0DO10080f0C3;24/11/2023;70.0
T10z1S0AL00nQ2DT00;05/07/2023;55.0
0J10A30MJ0Ao0qN810;21/06/2023;20.0
AT5P0TFQ001Z2010R0;20/08/2023;30.0
X0JaA0002T11300QRb;06/09/2023;39.0
0A3010w06M10PAF800;05/06/2021;50.0
1Dl000jA08HR030Au1;20/04/2023;20.0
2yAQA000005001qNE0;05/02/2023;20.0
D0Q00b2AZ0r1J10T00;07/08/2021;30.0
vAum0FQ0001100TA2V;06/07/2022;20.0
900Zn1D0V20T0Q1AW0;05/07/2021;25.0
708A030A00QBin1019;20/01/2021;35.0
098JAD310A010hh0U0;21/11/2022;20.0
8001AAQ00003oWZ1uH;06/09/2022;50.0
00W0I15Ag00snA0f00;20/07/2023;35.0
n30QN1AA0001S0N058;20/04/2023;65.0
0J108cA0N0A0Q30m1d;20/04/2023;50.0
0A3010w06M10PAF800;07/12/2023;45.0
O1Q1A4WA01200T0H00;30/05/2022;50.0
h0AAT00008J1kRA310;22/02/2021;60.0
0bA13b0810VR0ZA0V0;07/06/2023;20.0
001TA1R00ZX006n2NQ;08/06/2022;60.0
01H5B020001QW0LTA3;21/12/2022;25.0
10hAA5q000700x0xA0;20/03/2023;70.0
1dTQ00CA00A02g10K1;21/08/2021;35.0
00A050y100Aqk0105A;20/05/2023;35.0
Amg080o3AQ0000g11B;06/01/2023;60.0
01Q0B0010TNQJ10Ah2;07/06/2023;20.0
T0C01iFN10m02A0Q0V;05/08/2023;50.0
V010300A1TGQ20Ea0Z;07/03/2021;30.0
vr0S08190vB01AA030;08/10/2023;45.0
A0T0T8ri013I00AD01;06/02/2021;32.0
02o001TE00AQDS10c0;07/03/2021;40.0
0NQQNPTA00100d2J01;24/11/2023;35.0
103SIWW0QA00Tj0102;05/01/2022;20.0
0YT1o2S0Xb0A0z0Q10;05/09/2021;85.0
019hA038J03D1T0A00;20/05/2023;62.25
0A029RTh0I1PQ00L10;07/06/2023;50.0
0Rn0U0EA064A010051;26/08/2022;20.0
00AA030MvRM001138f;20/04/2021;45.0
0Qfn200DQ1A0T01jL0;07/06/2023;20.0
f000s000AAf051aA0f;10/11/2023;35.0
OqTQ1E0210000Y01WA;06/01/2023;35.0
H000Z10T4W02QgA1T0;07/03/2021;25.0
1hT20D00AL10yQQc00;20/08/2023;40.0
1n00SAD801A0i0J039;11/05/2022;41.0
0kx0YA0050Y200A01A;11/01/2023;198.0
ACO300b0UX10081AX0;09/09/2022;40.0
A000j10j80jx0A5A00;17/03/2022;30.0
n1nB100QV0T002301A;21/06/2023;45.0
T10z1S0AL00nQ2DT00;05/08/2023;55.0
A3p00B08100qj01AaJ;20/09/2023;35.0
7j50004xA1A00A0v00;20/03/2023;30.0
81eJ3N10NAA00zk000;05/01/2021;30.0
00031T21bR00ZQt0AY;05/12/2022;20.0
0106AP0yX00Y0An500;08/02/2022;60.0
01n000081QAAFq30W1;17/04/2021;35.0
71PA001200Q02OJTb0;25/07/2022;70.0
J0Q3ZA01u1087000A0;05/01/2021;35.0
2wA00Q001gCYT17500;05/09/2021;20.0
0AQ0Q101TP010Bg20R;22/01/2023;30.0
0uA38anD00010VA01C;08/10/2023;45.0
003A01A160kA0h0B8D;05/01/2021;70.0
1LT06000Q020AQQL1i;06/01/2023;20.0
00V0Ff0o1S12QA0T0s;06/05/2023;30.0
0AN60003Aj0b11FJ08;05/01/2021;30.0
00A1NJR3V10A0005q8;25/10/2023;40.0
zfQ01A100JZ00TR902;11/05/2022;40.0
m0211T00VQA0NA5X00;30/04/2023;45.0
rmg00A000510sA00mA;07/06/2023;60.0
Tl100QA0011R6HD020;07/06/2023;25.0
4BA01E01A00520N00O;24/01/2021;49.0
HbQ0QA00071TN0L210;08/03/2023;20.0
10CTyKD0A0TP1020Q0;08/06/2022;50.0
AuS0000T010J120PQt;22/03/2022;20.0
0WOT00hL21i01Z0AQ0;05/04/2021;35.0
10Q0KH01A000Z030A8;20/10/2022;20.0
801A0U013TO00ZA0di;05/03/2023;45.0
0U0A0000y0q0AO19Y5;05/09/2021;66.0
U02T2100nQ10TRAx00;07/11/2022;20.0
0jT6201F0RQ00Ay10W;05/07/2023;20.0
801A0U013TO00ZA0di;07/12/2023;45.0
U010TQ0AQo20100F2w;20/04/2023;45.0
A500Y0tcQd51000A00;22/02/2023;55.0
00A050y100Aqk0105A;17/12/2023;40.0
0YQ0100T1A1HN0i320;05/10/2022;25.0
AJ10000806A30VrYR1;07/06/2023;35.0
11T0h0QW00kR02NTA0;21/12/2022;30.0
0A8308STAw0J020110;20/06/2021;28.0
0a10Z10AA0R8VZ03c0;05/08/2022;41.0
T0Q2TI000f01K1qA0Q;20/08/2023;50.0
W5G10000NyA0A00cM0;20/05/2023;49.0
0003Q1Q020HA00T1VH;30/12/2023;30.0
01o3041000VA50FA8J;05/07/2023;50.0
0A0A1Z0P100S0ed015;20/10/2022;70.0
T0900OJ00110QqAV02;05/07/2023;20.0
2LHT14RU0i0A0Q0100;07/08/2021;25.0
3AD0008Ap100JLO10k;17/12/2023;55.0
vM3Rw00A8A021I0100;20/08/2023;45.0
10g0005AMyq00NAG00;20/04/2022;30.0
A10A0000840v3K18JK;20/04/2023;40.0
0A012AaJD0360G8100;08/02/2022;49.0
Bc8lA0A000w1001P03;23/02/2022;75.0
0W0b500t00Q01xA0dA;17/08/2023;104.0
5AA100500000A0tb0d;27/06/2022;35.0
m0A00q0y0O0U0M0A15;06/05/2023;20.0
R31005E00A100uAR8d;05/08/2023;35.0
Amg080o3AQ0000g11B;05/02/2023;60.0
0AJBF500A10400301F;30/08/2022;39.0
va0A100YA0J00w0E05;20/05/2023;30.0
00A0000UQAGZTc12z1;05/03/2023;45.0
000A5E0S4X0Y01A00r;23/07/2022;40.0
A0gl0050s0Ap400A01;15/08/2021;39.0
0A10008J91Bsj003zA;05/08/2023;35.0
d0ZQAR0O001j002TT1;07/12/2023;20.0
800100AA32002B10oQ;20/10/2023;20.0
WB6010TAt0102iQ00w;06/02/2021;25.0
A7H1rZ0000A50K000t;05/04/2023;30.0
01083AAp70J1r00JC0;29/06/2022;39.0
A100O0V018sL0LvA30;05/06/2021;70.0
T0PPR21S0100Q0bVA0;20/05/2023;45.0
AA001800J3T001kB6A;17/12/2023;45.0
18X50q0041o000AQA0;26/06/2021;50.0
WB6010TAt0102iQ00w;07/06/2023;20.0
00b3ARSd81aA100B00;21/06/2023;80.0
0fV3iT18L0F0A0100A;08/02/2022;40.0
0J1pAA5301v0Q800G0;20/08/2023;30.0
0U0A0000y0q0AO19Y5;06/09/2022;66.0
0002F101AKT20S50Qp;17/12/2023;45.0
031nTA0981A0F0Hr00;19/02/2023;50.0
0bR8c1c3B10A0A0l00;20/01/2021;35.0
300y01R0Q1TD00PA2L;24/05/2021;45.0
QPTX0A110020L00ShX;08/02/2022;20.0
03r018717A0AitA000;05/09/2023;20.0
0X0PM0A16NTQ2000Q1;20/07/2023;30.0
0A10A05A5S0A000sf0;27/04/2021;39.0
801sBA0A30I0yY7001;20/05/2023;50.0
R010fN8A30w0O00nA1;05/08/2023;40.0
N10080V0A30M1A50vA;20/01/2021;35.0
11N0H2QWA0L00Tb800;21/12/2022;50.0
A0AT003103P18000UA;11/04/2022;25.0
010ti302TQA0100BWv;20/10/2022;30.0
mA0OQ02TYHR1010c00;20/04/2023;45.0
310AGr80R0A10D0082;20/10/2022;20.0
01qabq0100TA2Q0A08;05/01/2022;20.0
1TP00AQD0p0P22100y;06/07/2022;25.0
A0d01e00E0E00Ax0i5;05/06/2021;55.0
00BwRL0T201P00QA11;23/02/2022;30.0
MPb00I0052A0w0100A;21/12/2022;50.0
0Q2O00X0Q1AXT410W0;05/08/2022;20.0
003ON8AQ3N1p0A0010;05/10/2022;30.0
001g2A080c0B0TSQv1;11/05/2022;20.0
xAd1R00A0G381D00N0;08/06/2022;20.0
s0Q0f010AP005gr00A;05/01/2022;30.0
m00W2U0Q1ZA0100xAT;14/06/2021;30.0
520Q0LX21001TI0AN0;26/07/2022;50.0
A1A0003000c0p1q8BQ;05/07/2021;20.0
0UcQ00A0Oy005A1M00;08/06/2022;30.0
Vf0A1AmT0H1I000803;26/02/2023;35.0
AurG000A00aY00E501;20/08/2023;25.0
g1Am00NF8A0100r03R;23/02/2022;25.0
00XP00lQ10XT1OA021;20/04/2023;40.0
002aoATVQ00Q1F10m0;22/01/2023;20.0
Q1u0iD02AT200010I1;07/03/2021;20.0
A0z015O0A00W0R0n0C;16/02/2022;39.0
1NQA083r0A0000OR01;07/03/2021;55.0
0i3V8G0A1K10R0A010;20/08/2023;20.0
A03B0v90010Aev0M18;20/04/2023;30.0
05A0b00E00w0rAA10M;05/06/2021;40.0
K3000AYG01AX1800P5;27/12/2023;80.0
I0qj00A0qA0100V50w;22/02/2023;55.0
801003B1opAA01Q001;05/08/2022;30.0
50C90A00003n1qBA01;20/08/2023;40.0
T0201S001Q0uT9A0Jj;06/09/2022;50.0
0mAwe1h002QTA0x001;20/07/2021;25.0
T0930AD181Af0W000Z;11/10/2023;39.0
yV10E030A8A0EO010s;31/01/2022;45.0
2A001e0QY0T3010FLW;06/09/2022;20.0
AbAM0010E3101J080N;25/02/2022;50.0
AT2ZPOb0TbQ0101000;06/02/2021;50.0
21h0FY00A0T0u01TzQ;20/03/2023;20.0
5IZ1000Qt012TT00YA;06/09/2023;20.0
T010OiZ001Ma20E0AQ;27/06/2022;30.0
0A3010w06M10PAF800;05/08/2022;50.0
38b018AD00100VJ0AR;21/06/2023;20.0
WATQ2Q0MwJ01100100;20/04/2022;55.0
W0910T0QX100AR0VU2;06/09/2022;25.0
0A5M00105004A10HAl;23/02/2022;39.0
00051AKAu00CL1z003;26/08/2022;30.0
v1A02QbT0e1Y00000C;05/01/2022;20.0
8AK301IZvA00A01z00;05/08/2022;25.0
1a00J01pE8A003AQ50;07/08/2021;30.0
0036K501q000CAE10A;28/04/2022;39.0
00VJA81A0001S18x03;22/03/2022;30.0
Q0A8ynA00d1X10300R;08/10/2023;35.0
A0Q000211TMs0060DQ;07/06/2023;25.0
N00J20HsA01HQ10Tw0;06/02/2021;25.0
80Q0T1P0PA000RT201;20/01/2021;25.0
3A0A01hR1A0080Q0s1;20/07/2021;30.0
4A0H04Q02D0W71T010;17/12/2023;20.0
00T0SQ1020wf0A1jAW;20/01/2021;20.0
0AV0ZAz110a3K0R080;11/05/2022;30.0
01ViA001TS0003WA84;08/02/2022;30.0
h1gITN0210QyyA0000;20/06/2021;45.0
J8130uTN0100oA00Ah;21/12/2022;20.0
D0Q00b2AZ0r1J10T00;05/04/2021;30.0
1Tv100QTQr0A02IH00;21/06/2023;60.0
30A1C08A0g01J082l0;05/07/2023;50.0
00Q5100P280Ay1A400;11/05/2022;40.0
1013iSD0AaA810000A;20/03/2023;40.0
0ET9A01A0d031e080J;06/01/2023;35.0
ZA1030AF020Jj800r1;20/09/2021;55.0
AQ31A8J00v01A000g0;06/01/2023;45.0
bYr1010R00Q2H0TH0A;05/08/2022;20.0
00hu01TT1T0OA0QX20;25/07/2022;50.0
000A10bzA301FA80R5;20/04/2021;20.0
00B10A00I0wj5rq00A;08/02/2022;70.0
MY0005v000ASA001u0;05/08/2023;120.0
TA100B0003EA01fW50;30/05/2022;30.0
b10A3S80100FA010bW;26/08/2022;30.0
I0qj00A0qA0100V50w;17/12/2023;55.0
qy10Qf0W20T0DAR100;05/08/2023;40.0
NLA10C00p1A30Q0081;20/05/2023;35.0
010003010b0U0AA5RB;11/05/2022;25.0
00Q0A5f0G000as1Ag0;21/06/2023;75.0
0RH80001HAA1300Tm3;07/11/2022;30.0
050KTA0E10Q02110OZ;05/08/2023;20.0
A103000014JDF8080A;05/02/2023;55.0
00O1jTWQ0120V0X8A0;05/03/2023;20.0
A0cYZ0A001t0d005J0;20/10/2022;30.0
00b3ARSd81aA100B00;21/11/2022;100.0
XTTQ0112Xt000AP0Y0;20/03/2023;20.0
4A0H04Q02D0W71T010;31/01/2022;20.0
001A1D2n0Q0p0TK0Q0;05/10/2022;30.0
1A10PT0R30S0PQX020;05/01/2021;35.0
1A00300RTN05s0810A;07/12/2023;45.0
510I0GNB10A030U8A0;20/01/2021;60.0
03A0BqZc10T00220Q1;05/08/2022;25.0
1200QQH00016JT0O2A;27/06/2022;25.0
0uS00wCuAt00100A05;05/12/2022;30.0
05A0b00E00w0rAA10M;07/12/2023;30.0
0pT00L12L0100XQ9AQ;10/11/2023;25.0
0ZA50QTiD2Y01100g0;05/12/2022;45.0
Vf0A1AmT0H1I000803;20/07/2023;35.0
0Cmw00t0H5A01Aq000;06/05/2023;20.0
TI0Z5Q011ADR00M020;21/12/2022;45.0
0WXIToT00001T2A10Q;07/03/2021;20.0
Aq001E40p0FA150p00;20/04/2023;50.0
BRA0S2c0TQ41000A10;05/12/2022;20.0
8G00103H1A0P0oh0MA;26/08/2022;50.0
0080F13E1A009oT20A;30/05/2022;35.0
0AJBF500A10400301F;10/11/2023;60.0
z0Q0002D0W13eA0T1H;08/02/2022;20.0
A02100100WTWNj0L0Q;21/11/2022;30.0
M0v8300kZ1A10003AJ;08/01/2023;55.0
AR13010gB1kdA00080;08/02/2022;45.0
QVTA012Q000V00o10V;20/08/2023;25.0
00cCA1q001A100P501;05/04/2023;30.0
Yv10Q0b10xA0T2B0M0;06/07/2022;30.0
l00Rf0HMQA1T2000P1;22/02/2021;30.0
0A10008J91Bsj003zA;08/07/2022;45.0
11000R00HmTX0JG2AQ;24/11/2023;30.0
LA0T000QW20011ptLQ;20/07/2021;37.0
E0M3n0Tf1X0A0108A0;05/05/2021;55.0
20SEA00wxq001DQ01T;05/10/2022;20.0
K010A60HA000t50r0G;19/07/2023;200.0
1A00k0Q2gL000TrD1Q;24/01/2022;39.0
0A31W0OA10HIp00r80;28/02/2021;50.0
00O5A0n1T1a520Q0B0;06/09/2022;20.0
05A0b00E00w0rAA10M;05/01/2022;30.0
0pA1SF0oVw2010Q00T;05/06/2021;20.0
Q0EAT120160NZ000bR;22/01/2023;50.0
2A0E00JWoQ10100TQ3;26/08/2022;20.0
00A0A68300Vy0Q11WP;05/07/2023;50.0
eAPP008003V0011GAU;20/09/2022;20.0
CQ0qYA2g010710j00T;05/08/2022;20.0
f00s0A0U501g0I030A;25/07/2022;45.0
P110OAV0001gA00050;20/05/2023;40.0
9n2010QTKQ0AB00T10;06/09/2023;20.0
KPA00Am500c100101D;07/08/2021;40.0
AR1O5PS10H00000T2Q;05/08/2022;30.0
S00N0A01eA00u5S00v;10/06/2022;53.0
0A80f300j118030CAJ;20/07/2021;40.0
01Ak0uN0y0010A050C;05/08/2022;30.0
A0gl0050s0Ap400A01;20/05/2022;39.0
AA010t00r00WK0H105;05/05/2021;40.0
0UP03A1800CA03C0y1;20/04/2021;73.0
12Q0W0A200JP01TT0I;20/08/2023;30.0
RQ04T01A00o2V0F010;05/04/2023;20.0
50i200A10010A0A40y;05/12/2022;30.0
S00eu001HvA0AS0500;05/05/2021;20.0
031N0SAQn0A100j08G;10/06/2022;30.0
8D000R0A0b013lN1AJ;08/03/2023;45.0
AF0V0CQT0g0m010201;07/06/2023;20.0
0H0A1T000iM1QEQz02;06/09/2023;20.0
UzCQ0i01Q010002TAm;21/08/2021;20.0
0Td1APA010c00015S0;21/06/2023;40.0
s000A80Jb50Al03B11;05/03/2023;35.0
00HTQES10m2M000gA1;22/02/2023;30.0
0A2Vp3O1000C10T0QD;20/09/2021;40.0
A50S1R0001U00f1A0x;20/04/2023;15.0
0Ao1I8N003aMA0J010;29/03/2022;60.0
0Td1APA010c00015S0;21/11/2022;45.0
Am8A0u00Q1110B030l;08/10/2023;40.0
tI0Fw0A08F01A00w31;20/04/2023;45.0
O0Q00T1PnAU12L00Q0;10/03/2022;55.0
0A0A0TQx102F00NTw1;12/07/2023;40.0
0Q0Q2TP10141A00R0F;20/10/2022;25.0
b1tTQ10xBA02v000Q0;05/01/2022;45.0
aFV01TO0j02X00Q1A0;22/02/2023;20.0
YBc201r0A00r0T1Q00;06/07/2022;30.0
w0M0T000pATZ1Q12O0;28/01/2023;39.0
E4301A0A0P05231000;30/04/2023;20.0
105O0R0000AOA00yM0;24/11/2023;30.0
10e0O0U08AAs031N0C;07/06/2023;45.0
2A001e0QY0T3010FLW;07/11/2022;20.0
e0TAI0X0100GB018A3;23/02/2022;45.0
50Au101000JA1QC00O;05/01/2022;50.0
19nL000QZ1AT00012F;20/06/2021;35.0
0AhT83K1A102000Rp0;05/01/2022;45.0
1R0T0bIA0Q20001HGn;20/09/2023;45.0
FC0010S803A11AA040;20/06/2021;35.0
WB6010TAt0102iQ00w;06/09/2022;25.0
g00QTb112B00AG010U;05/01/2021;20.0
0IAq52A160Pn000000;05/01/2022;80.0
F00zA3O3U0S10A0180;21/08/2021;20.0
oZA380DTA000119V00;01/02/2021;50.0
Aj1F0A8P30B100S001;05/10/2022;35.0
01A050W7K1A0y0000N;05/04/2023;60.0
0C000NA000y05q1UzA;23/01/2022;50.0
T0Q20A1m2J00100YZS;21/12/2022;20.0
h002A00301B1oA0N86;07/03/2021;60.0
000AW00s0gQA50nd10;07/08/2021;20.0
1B0400ATA413830k00;20/07/2021;20.0
401L0kM0104A000A5U;05/04/2023;50.0
0YZ001T01Q2A00PJQi;20/09/2021;30.0
QT002RwU1E1U10000A;20/04/2023;45.0
61A00RR1100NTr20Q0;20/10/2023;20.0
AF5008A10001K0003P;08/10/2023;40.0
10Gw81B1A0A0003TO0;05/12/2022;35.0
01T20TAQ0i00AKq100;24/05/2021;25.0
Q09rT1IQ02nA01D000;20/07/2023;30.0
01nAE0H0138KA0f0N0;20/05/2023;80.0
0UP03A1800CA03C0y1;20/08/2023;45.0
0021Gq5AU100A0400G;21/08/2021;25.0
0810eN0A0jAu0z01B3;05/02/2023;30.0
WFT3000Q0A1001No2Q;30/01/2021;39.0
61A00RR1100NTr20Q0;20/09/2021;20.0
1NQA083r0A0000OR01;06/07/2022;55.0
A0A0010Av5s0ab0C00;07/03/2021;55.0
h2010cA0A00c1p2Q0T;20/03/2021;30.0
0A603681FN0GA01010;08/02/2022;81.0
0100QDbAK1k2p0T0U0;06/02/2021;30.0
ACO300b0UX10081AX0;05/10/2022;40.0
01T100Q2j0D7QA00cI;02/10/2023;35.0
Q50d5010B0TA01102V;05/08/2023;25.0
K0A00A5010yYe0t0A0;07/08/2021;70.0
b20I1AWa10j000kQ0T;05/07/2021;25.0
012Q00p0JTD050AsQ1;08/10/2023;40.0
0T0Q100zRQ0A2031ND;04/07/2021;39.0
814QZv03n001R00AA0;20/01/2021;20.0
HAQ0u20JQ0c0T010H1;20/03/2023;50.0
00D011N8y00E80AzA3;07/08/2021;20.0
PT02Q00S110R50AJO0;20/05/2023;30.0
0z00001BIv80AAzR13;03/01/2021;39.0
00E0r0010YAOA50l0S;07/11/2022;36.0
LwY0QAT01Q10H0002s;15/12/2023;35.0
10x001200HoQDA8RT0;05/07/2023;20.0
J0Q3ZA01u1087000A0;07/11/2022;35.0
830VA80JK0Vq10A100;25/07/2021;45.0
K010A60HA000t50r0G;24/05/2021;70.0
18fTg00u00A20T10BQ;19/03/2023;45.0
A05VA000ww001C0ug0;01/10/2023;39.0
Dy0O200105x100AZTQ;21/11/2022;30.0
AA1008RJ03qR0g0p01;20/04/2023;35.0
0x61002Q1000BAtRTq;07/11/2022;55.0
3001O0800A81xAFOk0;20/07/2021;60.0
0W000Q0L1ATi20X4R1;20/09/2021;25.0
01T100Q2j0D7QA00cI;30/05/2022;40.0
000001AA0883s9o17A;20/01/2021;100.0
030AAh80100rBo07Q1;05/07/2023;30.0
81VA1300000PG01AW0;20/10/2022;60.0
0bR8c1c3B10A0A0l00;20/10/2023;20.0
0WXIToT00001T2A10Q;06/02/2021;20.0
00UJ0210FiAQTW01X0;08/06/2022;35.0
Z00Q38A0A01rJ001V2;05/01/2021;70.0
00JAH1030qAPB81030;20/01/2021;120.0
aAs0GT100Dy0001RQ2;08/06/2022;20.0
R30aV0A0N81tA0U100;20/01/2021;60.0
O0Q00T1PnAU12L00Q0;07/12/2023;55.0
07u0B800101hA3MAz0;20/03/2023;70.0
0H0QT2W01W0j03Y01A;10/11/2023;20.0
03r018717A0AitA000;05/08/2023;20.0
O40800Fz0013AA091W;10/11/2023;80.0
001000G1AD3sAPn08e;20/10/2023;70.0
YQ00002hT00ATj11TC;20/03/2021;20.0
505000xmq1000RAQA0;20/04/2021;100.0
A130030AM80VL10sO0;06/09/2023;25.0
0Q01O100D30zX0AAV8;20/03/2023;50.0
0bA00TM01SQw02J0e1;08/02/2022;30.0
0JZA0rA1O1J0038006;07/11/2022;49.0
000S00QT17c5A0J1Z2;07/03/2021;30.0
6200A1S0QT0100B0Ji;06/02/2021;20.0
TAI001W05W0Q02QD01;20/10/2023;20.0
3q600AL0c1F80A0J10;05/05/2021;50.0
0ZO3w01EP10xA0A008;20/04/2021;55.0
80d01v01RRAQ00Aq30;05/04/2021;40.0
